date,По дням,Количество заказ-нарядов,Работ,Запчастей,Всего по заказ-наряду,temperature_mean,pressure_mean,humidity_mean,wind_speed_avg_mean,wind_speed_avg_max,solar_rad_sum,uv_max,pcp_sum,dow,dow_sin,dow_cos,month,month_sin,month_cos,is_weekend,is_friday,is_monday,is_peak_month,lag_1,lag_1_orders,lag_7,lag_7_orders,lag_14,lag_14_orders,lag_28,lag_28_orders,ma7,std7,growth_wow_7,ma14,std14,growth_wow_14,ma28,std28,growth_wow_28,stl_trend,stl_seasonal,stl_resid,is_anomaly,dow_x_month,is_friday_dec,is_friday_mar,avg_check,work_share
2019-05-27,2019-05-27,1.0,48350.0,0.0,48350.0,16.11714285714286,742.5142857142857,76.11428571428571,1.64,4.9,11338.0,9.0,0.0,0,0.0,1.0,5,0.49999999999999994,-0.8660254037844387,0,0,1,0,,,,,,,,,48350.0,0.0,,48350.0,0.0,,48350.0,0.0,,48349.99999999995,2.2169933005274546e-11,2.9103830456733704e-11,0,0,0,0,48349.95165004835,0.9999999999793174
2019-05-28,2019-05-28,1.0272727272727271,48147.5,0.0,48147.5,17.51891891891892,746.5135135135135,66.70270270270271,1.2486486486486488,3.6,12053.0,9.0,0.0,1,0.7818314824680298,0.6234898018587336,5,0.49999999999999994,-0.8660254037844387,0,0,0,0,48350.0,1.0,,,,,,,48248.75,143.18912319027586,,48248.75,143.18912319027586,,48248.75,143.18912319027586,,48147.499999999956,1.3905249568451963e-11,2.9103830456733704e-11,0,5,0,0,46869.202162723566,0.9999999999792305
2019-05-29,2019-05-29,1.0545454545454545,47945.0,0.0,47945.0,17.566666666666666,750.25,65.0,1.202777777777778,2.7,11639.0,9.0,0.0,2,0.9749279121818236,-0.22252093395631434,5,0.49999999999999994,-0.8660254037844387,0,0,0,0,48147.5,1.0272727272727271,,,,,,,48147.5,202.5,,48147.5,202.5,,48147.5,202.5,,47945.00000000001,-1.246239245280417e-11,7.275957614183426e-12,0,10,0,0,45465.04309349362,0.9999999999791428
2019-05-30,2019-05-30,1.0818181818181818,47742.5,0.0,47742.5,21.044117647058822,749.2058823529412,70.80882352941177,0.9176470588235294,2.2,10720.0,9.0,0.0,3,0.43388373911755823,-0.900968867902419,5,0.49999999999999994,-0.8660254037844387,0,0,0,0,47945.0,1.0545454545454545,,,,,,,48046.25,261.42637586900065,,48046.25,261.42637586900065,,48046.25,261.42637586900065,,47742.49999999998,1.2368352062214312e-12,2.1827872842550278e-11,0,15,0,0,44131.681895083966,0.9999999999790543
2019-05-31,2019-05-31,1.1090909090909091,47540.0,0.0,47540.0,20.651515151515152,747.3030303030303,69.65151515151516,1.396969696969697,3.6,10803.0,9.0,0.0,4,-0.433883739117558,-0.9009688679024191,5,0.49999999999999994,-0.8660254037844387,0,1,0,0,47742.5,1.0818181818181818,,,,,,,47945.0,320.1806130920484,,47945.0,320.1806130920484,,47945.0,320.1806130920484,,47540.0,-7.192143190319519e-12,7.275957614183426e-12,0,20,0,0,42863.89577845463,0.999999999978965
2019-06-01,2019-06-01,1.1363636363636362,47337.5,0.0,47337.5,18.154285714285713,744.4,82.6,0.9828571428571428,2.2,12078.0,9.0,0.0,5,-0.9749279121818236,-0.2225209339563146,6,1.2246467991473532e-16,-1.0,1,0,0,0,47540.0,1.1090909090909091,,,,,,,47843.75,378.84281041086155,,47843.75,378.84281041086155,,47843.75,378.84281041086155,,47337.49999999997,5.423497647243117e-12,2.1827872842550278e-11,0,30,0,0,41656.963341872266,0.9999999999788751
2019-06-02,2019-06-02,1.1636363636363636,47135.0,0.0,47135.0,16.875757575757575,747.4242424242424,61.60606060606061,1.2484848484848483,3.1,11505.0,9.0,0.0,6,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,0,0,47337.5,1.1363636363636362,,,,,,,47742.5,437.44999714253055,,47742.5,437.44999714253055,,47742.5,437.44999714253055,,47135.0,-1.5144325374765147e-11,1.4551915228366852e-11,0,36,0,0,40506.60581463563,0.9999999999787843
2019-06-03,2019-06-03,1.190909090909091,46932.5,0.0,46932.5,15.475,743.5555555555555,77.08333333333333,1.5,3.1,12172.0,9.0,0.0,0,0.0,1.0,6,1.2246467991473532e-16,-1.0,0,0,1,0,47135.0,1.1636363636363636,48350.0,1.0,,,,,47540.0,437.44999714253055,-1417.5,47641.25,496.0216729135936,-1417.5,47641.25,496.0216729135936,-1417.5,46932.49999999999,1.2475904592191954e-11,-7.275957614183426e-12,0,0,0,0,39408.936374175566,0.9999999999786928
2019-06-04,2019-06-04,1.2181818181818185,46730.0,0.0,46730.0,11.9,745.9375,62.8125,3.4125,5.8,11367.0,9.0,0.0,1,0.7818314824680298,0.6234898018587336,6,1.2246467991473532e-16,-1.0,0,0,0,0,46932.5,1.190909090909091,48147.5,1.0272727272727271,,,,,47337.5,437.44999714253055,-1417.5,47540.0,554.5690894739807,-1417.5,47540.0,554.5690894739807,-1417.5,46729.99999999999,9.971756836498e-12,0.0,0,6,0,0,38360.41627130007,0.9999999999786005
2019-06-05,2019-06-05,1.2454545454545454,46527.5,0.0,46527.5,13.558333333333334,750.1388888888889,66.59722222222223,1.3333333333333333,3.1,12599.0,9.0,0.0,2,0.9749279121818236,-0.22252093395631434,6,1.2246467991473532e-16,-1.0,0,0,0,0,46730.0,1.2181818181818185,47945.0,1.0545454545454545,,,,,47135.0,437.44999714253055,-1417.5,47438.75,613.0991967047421,-1417.5,47438.75,613.0991967047421,-1417.5,46527.499999999985,-7.345430618981396e-12,2.1827872842550278e-11,0,12,0,0,37357.81672000118,0.9999999999785073
2019-06-06,2019-06-06,1.2727272727272727,46325.0,0.0,46325.0,16.494594594594595,747.5405405405405,78.58108108108108,1.5837837837837838,4.9,12172.0,9.0,0.0,3,0.43388373911755823,-0.900968867902419,6,1.2246467991473532e-16,-1.0,0,0,0,0,46527.5,1.2454545454545454,47742.5,1.0818181818181818,,,,,46932.5,437.44999714253055,-1417.5,47337.5,671.6165200469685,-1417.5,47337.5,671.6165200469685,-1417.5,46324.99999999999,6.898737807403074e-13,7.275957614183426e-12,0,18,0,0,36398.18568713982,0.9999999999784134
2019-06-07,2019-06-07,1.3,46122.5,0.0,46122.5,14.431428571428572,750.4285714285714,68.28571428571429,1.14,1.8,12433.0,9.0,0.0,4,-0.433883739117558,-0.9009688679024191,6,1.2246467991473532e-16,-1.0,0,1,0,0,46325.0,1.2727272727272727,47540.0,1.1090909090909091,,,,,46730.0,437.44999714253055,-1417.5,47236.25,730.1241332814578,-1417.5,47236.25,730.1241332814578,-1417.5,46122.49999999999,-3.8530813620044424e-12,1.4551915228366852e-11,0,24,0,0,35478.81886244703,0.9999999999783186
2019-06-08,2019-06-08,1.3272727272727272,45920.0,0.0,45920.0,15.48857142857143,752.0285714285715,63.642857142857146,1.197142857142857,3.1,11656.0,9.0,0.0,5,-0.9749279121818236,-0.2225209339563146,6,1.2246467991473532e-16,-1.0,1,0,0,0,46122.5,1.3,47337.5,1.1363636363636362,,,,,46527.5,437.44999714253055,-1417.5,47135.0,788.6241975744848,-1417.5,47135.0,788.6241975744848,-1417.5,45919.999999999985,3.419140028663919e-12,1.4551915228366852e-11,0,30,0,0,34597.23420756328,0.999999999978223
2019-06-09,2019-06-09,1.3545454545454545,45717.5,0.0,45717.5,19.228125,752.78125,64.53125,1.109375,2.3,10839.0,9.0,0.0,6,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,0,0,45920.0,1.3272727272727272,47135.0,1.1636363636363636,,,,,46325.0,437.44999714253055,-1417.5,47033.75,847.1182768657515,-1417.5,47033.75,847.1182768657515,-1417.5,45717.5,-9.155641079035968e-12,7.275957614183426e-12,0,36,0,0,33751.14957968823,0.9999999999781265
