date,По дням,Количество заказ-нарядов,Работ,Запчастей,Всего по заказ-наряду,temperature_mean,pressure_mean,humidity_mean,wind_speed_avg_mean,wind_speed_avg_max,solar_rad_sum,uv_max,pcp_sum,dow,dow_sin,dow_cos,month,month_sin,month_cos,is_weekend,is_friday,is_monday,is_peak_month,lag_1,lag_1_orders,lag_7,lag_7_orders,lag_14,lag_14_orders,lag_28,lag_28_orders,ma7,std7,growth_wow_7,ma14,std14,growth_wow_14,ma28,std28,growth_wow_28,stl_trend,stl_seasonal,stl_resid,is_anomaly,dow_x_month,is_friday_dec,is_friday_mar,avg_check,work_share,parts_share
2020-06-16,2020-06-16,14.0,253520.0,1020248.2,1273768.2,19.3125,749.9375,61.84375,1.16875,2.2,11086.0,9.0,0.0,1,0.7818314824680298,0.6234898018587336,6,1.2246467991473532e-16,-1.0,0,0,0,0,869377.52,9.0,58279.27,5.0,55242.45,7.0,53584.84,8.0,340468.75785714283,513290.2550386789,1215488.93,241337.9778571429,394789.9973566152,1215488.93,176729.75535714286,316827.65403356747,1215488.93,47697.21628540949,-4441.288067572649,1230512.2717821633,0,6,0,0,90983.43635832597,0.19903150353400326,0.8009684964652116
2020-06-17,2020-06-17,6.0,48010.0,7456.95,55466.95,19.1,746.03125,63.75,1.296875,3.1,10916.0,9.0,0.0,2,0.9749279121818236,-0.22252093395631434,6,1.2246467991473532e-16,-1.0,0,0,0,0,1273768.2,14.0,52699.28,7.0,646184.52,5.0,29869.87,6.0,340864.1392857143,513032.646673416,2767.6699999999983,199143.8657142857,379462.3077547389,2767.6699999999983,177643.93678571426,316424.87993858446,2767.6699999999983,47027.03241375648,7709.146483355282,730.7711028882331,0,12,0,0,9244.490125918312,0.8655604823977961,0.1344395175841751
2020-06-18,2020-06-18,6.0,60800.0,47424.39,108224.39,14.0625,749.875,59.458333333333336,1.2583333333333335,2.2,4616.0,7.0,0.0,3,0.43388373911755823,-0.900968867902419,6,1.2246467991473532e-16,-1.0,0,0,0,0,55466.95,6.0,83447.97,7.0,34635.81,9.0,6154.9,4.0,344403.6278571429,511042.3094354873,24776.42,204400.19285714286,377512.91410452593,24776.42,181289.27571428573,314960.64017734444,24776.42,46819.259928276304,49909.17408793291,11495.955983790787,0,18,0,0,18037.395327100778,0.5617957282959803,0.4382042716947797
2020-06-19,2020-06-19,5.0,24830.0,31970.78,24830.0,16.353125,750.6875,56.6875,0.934375,1.8,10733.0,9.0,0.0,4,-0.433883739117558,-0.9009688679024191,6,1.2246467991473532e-16,-1.0,0,1,0,0,108224.39,6.0,49753.985,4.5,22130.0,4.0,48344.2,4.0,340843.0585714286,513518.19185714726,-24923.985,204593.05000000002,377413.31295546645,-24923.985,180449.48285714287,315359.3421261289,-24923.985,48133.9073332,30042.453984624262,-53346.36131782426,0,24,0,0,4965.999006800199,0.9999999999597261,1.2875867901213214
2020-06-20,2020-06-20,2.0,13490.0,16517.17,13490.0,16.696875,744.21875,67.875,1.2125,3.1,4869.0,9.0,0.2,5,-0.9749279121818236,-0.2225209339563146,6,1.2246467991473532e-16,-1.0,1,0,0,0,24830.0,5.0,16060.0,2.0,13172.76,1.0,3000.0,2.0,340475.91571428574,513789.9451580898,-2570.0,204615.71,377400.94527777255,-2570.0,180824.12571428574,315146.88614900387,-2570.0,55254.50046150491,-38193.795680035764,-3570.704781469147,0,30,0,0,6744.996627501686,0.999999999925871,1.2244010377150183
2020-06-21,2020-06-21,3.0,13980.0,1063.56,15043.56,10.94516129032258,745.8387096774194,68.2258064516129,1.1193548387096774,3.1,10283.0,9.0,0.0,6,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,0,0,13490.0,2.0,38174.35,1.0,78073.595,4.0,87325.52,1.0,337171.51714285713,516127.27671837015,-23130.79,200113.56464285715,379397.303248875,-23130.79,178242.62714285712,316235.30426143535,-23130.79,70043.89174611376,-33844.783368113625,-21155.548378000138,0,36,0,0,5014.51832849389,0.9293013089368939,0.07069869099663253
2020-06-22,2020-06-22,4.0,21600.0,21002.0,42602.0,10.033333333333331,748.4242424242424,76.57575757575758,0.9181818181818182,2.2,7216.0,9.0,0.0,0,0.0,1.0,6,1.2246467991473532e-16,-1.0,0,0,1,0,15043.56,3.0,869377.52,9.0,142974.43,7.0,35560.07,7.0,219060.72857142854,466226.1713214185,-826775.52,192944.10535714286,381502.64385624445,-826775.52,178494.12464285715,316120.4074075434,-826775.52,86224.39339030121,-22700.397299455413,-20921.996090845794,0,0,0,0,10650.497337375666,0.5070184498261345,0.4929815501503924
2020-06-23,2020-06-23,6.0,28580.0,39817.12,68397.12,15.528125,747.0625,65.875,1.23125,3.1,6143.0,9.0,0.0,1,0.7818314824680298,0.6234898018587336,6,1.2246467991473532e-16,-1.0,0,0,0,0,42602.0,4.0,1273768.2,14.0,58279.27,5.0,127006.42,10.0,46864.86,33992.179343697004,-1205371.08,193666.8089285714,381237.40796097263,-1205371.08,176400.93535714288,316667.5268871321,-1205371.08,100828.66261766598,-2421.391880824991,-30010.150736840995,0,6,0,0,11399.518100080315,0.41785385115019685,0.5821461488351829
2020-06-24,2020-06-24,9.0,63350.0,89594.31,152944.31,15.10625,744.46875,64.78125,1.453125,3.1,8538.0,9.0,0.4,2,0.9749279121818236,-0.22252093395631434,6,1.2246467991473532e-16,-1.0,0,0,0,0,68397.12,6.0,55466.95,6.0,52699.28,7.0,182228.5,6.0,60790.19714285714,52842.9405523941,97477.36,200827.16821428572,379322.69429053174,97477.36,175355.0714285714,316695.92468786903,97477.36,111264.1276837602,4613.253007351729,37066.92930888805,0,12,0,0,16993.810334021076,0.41420305207552865,0.585796947917933
2020-06-25,2020-06-25,8.0,54150.0,190770.95,244920.95,9.990625,747.3125,71.21875,1.20625,3.1,5036.0,9.0,0.5,3,0.43388373911755823,-0.900968867902419,6,1.2246467991473532e-16,-1.0,0,0,0,0,152944.31,9.0,108224.39,6.0,83447.97,7.0,814212.61,19.0,80318.27714285713,87310.71749186733,136696.56,212360.95249999998,377931.4319320995,136696.56,155023.22642857142,291428.5404028701,136696.56,116851.50666342104,39218.40103748485,88851.04229909413,0,18,0,0,30615.11492311064,0.2210917440904051,0.7789082559055119
2020-06-26,2020-06-26,8.0,139820.0,111326.48,251146.48,12.690322580645162,746.0645161290323,68.19354838709677,1.2903225806451613,3.1,6525.0,9.0,0.6000000000000001,4,-0.433883739117558,-0.9009688679024191,6,1.2246467991473532e-16,-1.0,0,1,0,0,244920.95,8.0,24830.0,5.0,49753.985,4.5,101424.4,10.0,112649.20285714285,103702.51766631004,226316.48,226746.1307142857,375088.1330774168,226316.48,160370.44357142856,291782.0274442686,226316.48,117380.38313777561,66973.20294596856,66792.89391625582,0,24,0,0,31393.306075836746,0.5567268949954755,0.4432731050005428
2020-06-27,2020-06-27,4.0,29320.0,37262.2,66582.2,14.203125,739.625,82.84375,1.140625,2.2,2074.0,9.0,1.6,5,-0.9749279121818236,-0.2225209339563146,6,1.2246467991473532e-16,-1.0,1,0,0,0,251146.48,8.0,13490.0,2.0,16060.0,2.0,5800.0,1.0,120233.80285714286,96964.09229094732,53092.2,230354.8592857143,373143.18932357355,53092.2,162541.23642857143,290813.9636088437,53092.2,113129.12879739393,-35204.84441254295,-11342.084384850983,0,30,0,0,16645.54583861354,0.440357933495133,0.559642066489848
2020-06-28,2020-06-28,14.0,305850.0,143611.5,449461.5,13.0125,738.21875,73.65625,2.09375,4.0,8975.0,9.0,0.3,6,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,0,0,66582.2,4.0,15043.56,3.0,38174.35,1.0,150.0,1.0,182293.50857142857,145360.61538066986,434417.94,259732.51285714286,373039.24696039176,434417.94,178588.07571428572,293901.39774826047,434417.94,104341.99582789422,-33700.322666674154,378819.82683877996,0,36,0,0,32104.390563972105,0.680480975565915,0.3195190244318601
2020-06-29,2020-06-29,5.0,11850.0,94433.355,11850.0,10.846875,740.90625,78.3125,1.08125,2.2,6517.0,9.0,0.5,0,0.0,1.0,6,1.2246467991473532e-16,-1.0,0,0,1,0,449461.5,14.0,42602.0,4.0,869377.52,9.0,73382.52,5.0,177900.36571428573,150654.36443568242,-30752.0,198480.54714285716,333548.64669284294,-30752.0,176390.48571428572,294945.3814374989,-30752.0,91895.26581334855,-45379.55230480829,-34665.71350854026,0,0,0,0,2369.9995260000946,0.9999999999156118,7.969059492998391
2020-06-30,2020-06-30,14.0,84100.0,45255.21,129355.21,11.021875,743.75,75.25,0.978125,3.1,4586.0,9.0,0.9,1,0.7818314824680298,0.6234898018587336,6,1.2246467991473532e-16,-1.0,0,0,0,0,11850.0,5.0,68397.12,6.0,1273768.2,14.0,55242.45,7.0,186608.66428571427,144922.53977810207,60958.09000000001,116736.76214285714,124436.33611068719,60958.09000000001,179037.37000000002,294149.3894548401,60958.09000000001,77120.6253049607,-9607.277769247357,61841.86246428665,0,6,0,0,9239.657197167344,0.6501477597952943,0.34985224019697503
2020-07-01,2020-07-01,2.0,33000.0,813.97,33813.97,13.422580645161291,747.4516129032259,65.90322580645162,1.0258064516129033,2.2,7340.0,9.0,0.0,2,0.9749279121818236,-0.22252093395631434,7,-0.4999999999999997,-0.8660254037844388,0,0,0,0,129355.21,14.0,152944.31,9.0,55466.95,6.0,646184.52,5.0,169590.0442857143,156098.6606177182,-119130.34,115190.12071428573,125387.37909169613,-119130.34,157166.9932142857,280582.3910846571,-119130.34,64123.9605341969,3848.9304519258408,-34158.92098612274,0,14,0,0,16906.976546511727,0.9759279965950188,0.024072003375407502
2020-07-02,2020-07-02,3.0,7280.0,10294.75,17574.75,13.775,745.3125,87.4375,1.05625,2.2,1771.0,9.0,0.0,3,0.43388373911755823,-0.900968867902419,7,-0.4999999999999997,-0.8660254037844388,0,0,0,0,33813.97,2.0,244920.95,8.0,108224.39,6.0,34635.81,9.0,137112.01571428572,161374.7703544482,-227346.2,108715.14642857143,128086.2744008583,-227346.2,156557.66964285713,280876.7107180819,-227346.2,55751.039440399254,17783.334194679668,-55959.623635078926,0,21,0,0,5858.24804725065,0.41423064337107324,0.5857693565720269
2020-07-03,2020-07-03,11.0,86720.0,39160.75,125880.75,19.903125,746.625,74.3125,1.04375,3.1,10537.0,9.0,0.0,4,-0.433883739117558,-0.9009688679024191,7,-0.4999999999999997,-0.8660254037844388,0,1,0,0,17574.75,3.0,251146.48,8.0,24830.0,5.0,22130.0,4.0,119216.91142857145,153368.58545377117,-125265.73000000001,115933.05714285714,125822.76387904734,-125265.73000000001,160263.05357142858,279719.59885216155,-125265.73000000001,51408.79566109506,112038.43644379394,-37566.48210488899,0,28,0,0,11443.703505117865,0.6889059685401548,0.3110940314519012
2020-07-04,2020-07-04,5.0,24450.0,18928.71,43378.71,20.3625,747.15625,83.21875,1.00625,2.3,3470.0,9.0,0.0,5,-0.9749279121818236,-0.2225209339563146,7,-0.4999999999999997,-0.8660254037844388,1,0,0,0,125880.75,11.0,66582.2,4.0,13490.0,2.0,13172.76,1.0,115902.12714285715,154938.5057634534,-23203.489999999998,118067.965,124193.87031908719,-23203.489999999998,161341.8375,279189.05496496195,-23203.489999999998,48821.96295336672,-31360.40815660482,25917.1552032381,0,35,0,0,8675.740264851947,0.5636405508470943,0.43635944912985286
2020-07-05,2020-07-05,1.0,6800.0,31858.855,6800.0,20.9625,743.625,88.34375,0.884375,1.3,2457.0,9.0,0.3,6,-0.7818314824680299,0.6234898018587334,7,-0.4999999999999997,-0.8660254037844388,1,0,0,0,43378.71,5.0,449461.5,14.0,15043.56,3.0,78073.595,4.0,52664.770000000004,52732.531019954506,-442661.5,117479.1392857143,124738.25041396364,-442661.5,158796.35196428574,280299.0744394714,-442661.5,48289.609548410524,-24934.754997609583,-16554.85455080094,0,42,0,0,6799.9932000068,0.9999999998529411,4.685125734605128
2020-07-06,2020-07-06,4.0,13420.0,44789.0,58209.0,22.1875,744.5625,84.40625,1.734375,3.7,6507.0,8.0,1.5,0,0.0,1.0,7,-0.4999999999999997,-0.8660254037844388,0,0,1,0,6800.0,1.0,11850.0,5.0,42602.0,4.0,142974.43,7.0,59287.48428571429,49568.45366290838,46359.0,118593.92500000002,124085.63093998682,46359.0,155769.01517857143,280933.3181201549,46359.0,50113.08898543992,-38396.421490636836,46492.33250519691,0,0,0,0,14552.246361938409,0.23054854059972602,0.7694514593830946
