По дням,Количество заказ-нарядов,Работ,Запчастей,Всего по заказ-наряду
2024-09-01,4.352941176470588,11047.546764705883,0.0,11047.546764705883
2024-09-02,4.338235294117647,10966.05169117647,0.0,10966.05169117647
2024-09-03,4.323529411764706,10884.556617647058,0.0,10884.556617647058
2024-09-04,4.3088235294117645,10803.061544117647,0.0,10803.061544117647
2024-09-05,4.294117647058823,10721.566470588235,0.0,10721.566470588235
2024-09-06,4.279411764705882,10640.071397058822,0.0,10640.071397058822
2024-09-07,4.264705882352941,10558.57632352941,0.0,10558.57632352941
2024-09-08,4.25,10477.08125,0.0,10477.08125
2024-09-09,4.235294117647059,10395.586176470588,0.0,10395.586176470588
2024-09-10,4.220588235294118,10314.091102941176,0.0,10314.091102941176
2024-09-11,4.205882352941177,10232.596029411765,0.0,10232.596029411765
2024-09-12,4.1911764705882355,10151.100955882353,0.0,10151.100955882353
2024-09-13,4.176470588235294,10069.605882352942,0.0,10069.605882352942
2024-09-14,4.161764705882353,9988.110808823529,0.0,9988.110808823529
2024-09-15,4.147058823529412,9906.615735294117,0.0,9906.615735294117
2024-09-16,4.132352941176471,9825.120661764706,0.0,9825.120661764706
2024-09-17,4.117647058823529,9743.625588235293,0.0,9743.625588235293
2024-09-18,4.102941176470588,9662.130514705881,0.0,9662.130514705881
2024-09-19,4.088235294117647,9580.63544117647,0.0,9580.63544117647
2024-09-20,4.073529411764706,9499.140367647058,0.0,9499.140367647058
2024-09-21,4.0588235294117645,9417.645294117647,0.0,9417.645294117647
2024-09-22,4.044117647058823,9336.150220588235,0.0,9336.150220588235
2024-09-23,4.029411764705882,9254.655147058824,0.0,9254.655147058824
2024-09-24,4.014705882352941,9173.160073529412,0.0,9173.160073529412
2024-09-25,4.0,9091.665,0.0,9091.665
2024-09-26,3.985294117647059,9010.169926470588,0.0,9010.169926470588
2024-09-27,3.9705882352941178,8928.674852941176,0.0,8928.674852941176
2024-09-28,3.9558823529411766,8847.179779411765,0.0,8847.179779411765
2024-09-29,3.9411764705882355,8765.684705882351,0.0,8765.684705882351
2024-09-30,3.9264705882352944,8684.18963235294,0.0,8684.18963235294
2024-10-01,3.9117647058823533,8602.694558823528,0.0,8602.694558823528
2024-10-02,3.8970588235294117,8521.199485294117,0.0,8521.199485294117
2024-10-03,3.8823529411764706,8439.704411764706,0.0,8439.704411764706
2024-10-04,3.8676470588235294,8358.209338235294,0.0,8358.209338235294
2024-10-05,3.8529411764705883,8276.714264705883,0.0,8276.714264705883
2024-10-06,3.8382352941176467,8195.219191176471,0.0,8195.219191176471
2024-10-07,3.8235294117647056,8113.724117647058,0.0,8113.724117647058
2024-10-08,3.8088235294117645,8032.2290441176465,0.0,8032.2290441176465
2024-10-09,3.7941176470588234,7950.733970588235,0.0,7950.733970588235
2024-10-10,3.7794117647058822,7869.238897058823,0.0,7869.238897058823
2024-10-11,3.764705882352941,7787.743823529411,0.0,7787.743823529411
2024-10-12,3.75,7706.24875,0.0,7706.24875
2024-10-13,3.735294117647059,7624.753676470587,0.0,7624.753676470587
2024-10-14,3.7205882352941178,7543.258602941176,0.0,7543.258602941176
2024-10-15,3.7058823529411766,7461.7635294117645,0.0,7461.7635294117645
2024-10-16,3.6911764705882355,7380.268455882352,0.0,7380.268455882352
2024-10-17,3.6764705882352944,7298.773382352941,0.0,7298.773382352941
2024-10-18,3.6617647058823533,7217.278308823529,0.0,7217.278308823529
2024-10-19,3.6470588235294117,7135.783235294117,0.0,7135.783235294117
2024-10-20,3.6323529411764706,7054.288161764705,0.0,7054.288161764705
2024-10-21,3.6176470588235294,6972.793088235294,0.0,6972.793088235294
2024-10-22,3.6029411764705883,6891.2980147058815,0.0,6891.2980147058815
2024-10-23,3.588235294117647,6809.80294117647,0.0,6809.80294117647
2024-10-24,3.5735294117647056,6728.307867647059,0.0,6728.307867647059
2024-10-25,3.5588235294117645,6646.812794117646,0.0,6646.812794117646
2024-10-26,3.5441176470588234,6565.317720588235,0.0,6565.317720588235
2024-10-27,3.5294117647058822,6483.822647058823,0.0,6483.822647058823
2024-10-28,3.514705882352941,6402.327573529412,0.0,6402.327573529412
2024-10-29,3.5,6320.832499999999,0.0,6320.832499999999
2024-10-30,3.485294117647059,6239.337426470587,0.0,6239.337426470587
2024-10-31,3.4705882352941178,6157.842352941176,0.0,6157.842352941176
2024-11-01,3.4558823529411766,6076.347279411764,0.0,6076.347279411764
2024-11-02,3.4411764705882355,5994.852205882353,0.0,5994.852205882353
2024-11-03,3.4264705882352944,5913.357132352941,0.0,5913.357132352941
2024-11-04,3.4117647058823533,5831.862058823528,0.0,5831.862058823528
2024-11-05,3.3970588235294117,5750.366985294117,0.0,5750.366985294117
2024-11-06,3.3823529411764706,5668.871911764705,0.0,5668.871911764705
2024-11-07,3.3676470588235294,5587.376838235294,0.0,5587.376838235294
2024-11-08,3.3529411764705883,5505.881764705882,0.0,5505.881764705882
2024-11-09,3.338235294117647,5424.386691176471,0.0,5424.386691176471
2024-11-10,3.3235294117647056,5342.8916176470575,0.0,5342.8916176470575
2024-11-11,3.3088235294117645,5261.396544117646,0.0,5261.396544117646
2024-11-12,3.2941176470588234,5179.901470588235,0.0,5179.901470588235
2024-11-13,3.2794117647058822,5098.406397058823,0.0,5098.406397058823
2024-11-14,3.264705882352941,5016.911323529412,0.0,5016.911323529412
2024-11-15,3.25,4935.41625,0.0,4935.41625
2024-11-16,3.235294117647059,4853.921176470587,0.0,4853.921176470587
2024-11-17,3.2205882352941178,4772.4261029411755,0.0,4772.4261029411755
2024-11-18,3.2058823529411766,4690.931029411764,0.0,4690.931029411764
2024-11-19,3.1911764705882355,4609.435955882353,0.0,4609.435955882353
2024-11-20,3.1764705882352944,4527.940882352941,0.0,4527.940882352941
2024-11-21,3.1617647058823533,4446.44580882353,0.0,4446.44580882353
2024-11-22,3.1470588235294117,4364.950735294116,0.0,4364.950735294116
2024-11-23,3.1323529411764706,4283.455661764705,0.0,4283.455661764705
2024-11-24,3.1176470588235294,4201.9605882352935,0.0,4201.9605882352935
2024-11-25,3.1029411764705883,4120.465514705882,0.0,4120.465514705882
2024-11-26,3.088235294117647,4038.9704411764706,0.0,4038.9704411764706
2024-11-27,3.0735294117647056,3957.4753676470573,0.0,3957.4753676470573
2024-11-28,3.0588235294117645,3875.980294117646,0.0,3875.980294117646
2024-11-29,3.0441176470588234,3794.4852205882344,0.0,3794.4852205882344
2024-11-30,3.0294117647058822,3712.990147058823,0.0,3712.990147058823
2024-12-01,3.014705882352941,3631.4950735294115,0.0,3631.4950735294115
2024-12-02,3.0,3550.0,0.0,3550.0
2024-12-03,4.0,21500.0,0.0,21500.0
2024-12-04,2.0,9800.0,0.0,9800.0
2024-12-05,6.0,23150.0,0.0,23150.0
2024-12-06,5.0,19150.0,0.0,19150.0
2024-12-07,4.333333333333333,15166.666666666666,0.0,15166.666666666666
2024-12-08,3.666666666666667,11183.333333333332,0.0,11183.333333333332
2024-12-09,3.0,7200.0,0.0,7200.0
2024-12-10,7.0,26950.0,0.0,26950.0
2024-12-11,3.0,18500.0,0.0,18500.0
2024-12-12,3.0,17800.0,0.0,17800.0
2024-12-13,3.0,16900.0,0.0,16900.0
2024-12-14,2.6666666666666665,13200.0,0.0,13200.0
2024-12-15,2.3333333333333335,9500.0,0.0,9500.0
2024-12-16,2.0,5800.0,0.0,5800.0
2024-12-17,3.0,21800.0,0.0,21800.0
2024-12-18,4.0,18650.0,0.0,18650.0
2024-12-19,2.0,4450.0,0.0,4450.0
2024-12-20,5.0,21640.0,0.0,21640.0
2024-12-21,5.666666666666667,23976.666666666668,0.0,23976.666666666668
2024-12-22,6.333333333333333,26313.333333333332,0.0,26313.333333333332
2024-12-23,7.0,28650.0,0.0,28650.0
2024-12-24,4.0,23550.0,0.0,23550.0
2024-12-25,2.0,6100.0,0.0,6100.0
2024-12-26,4.0,14650.0,0.0,14650.0
2024-12-27,3.0,11850.0,0.0,11850.0
2024-12-28,2.0,2650.0,0.0,2650.0
2024-12-29,2.0,3711.1111111111113,0.0,3711.1111111111113
2024-12-30,2.0,4772.222222222223,0.0,4772.222222222223
2024-12-31,2.0,5833.333333333333,0.0,5833.333333333333
2025-01-01,2.0,6894.444444444444,0.0,6894.444444444444
2025-01-02,2.0,7955.555555555556,0.0,7955.555555555556
2025-01-03,2.0,9016.666666666666,0.0,9016.666666666666
2025-01-04,2.0,10077.777777777777,0.0,10077.777777777777
2025-01-05,2.0,11138.888888888889,0.0,11138.888888888889
2025-01-06,2.0,12200.0,0.0,12200.0
2025-01-07,3.666666666666667,27233.333333333336,0.0,27233.333333333336
2025-01-08,5.333333333333334,42266.66666666667,0.0,42266.66666666667
2025-01-09,7.0,57300.0,0.0,57300.0
2025-01-10,1.0,3100.0,0.0,3100.0
2025-01-11,1.3333333333333333,4300.0,0.0,4300.0
2025-01-12,1.6666666666666665,5500.0,0.0,5500.0
2025-01-13,2.0,6700.0,0.0,6700.0
2025-01-14,4.0,21950.0,0.0,21950.0
2025-01-15,1.0,10900.0,0.0,10900.0
2025-01-16,2.0,6350.0,0.0,6350.0
2025-01-17,2.0,10200.0,0.0,10200.0
2025-01-18,2.3333333333333335,9683.333333333334,0.0,9683.333333333334
2025-01-19,2.6666666666666665,9166.666666666666,0.0,9166.666666666666
2025-01-20,3.0,8650.0,0.0,8650.0
2025-01-21,1.0,6300.0,0.0,6300.0
2025-01-22,1.0,2850.0,0.0,2850.0
2025-01-23,1.0,11600.0,0.0,11600.0
2025-01-24,3.0,24450.0,0.0,24450.0
2025-01-25,2.3333333333333335,16700.0,0.0,16700.0
2025-01-26,1.6666666666666667,8950.0,0.0,8950.0
2025-01-27,1.0,1200.0,0.0,1200.0
2025-01-28,3.0,11830.0,0.0,11830.0
2025-01-29,3.0,24200.0,0.0,24200.0
2025-01-30,3.0,13200.0,0.0,13200.0
2025-01-31,4.0,19900.0,0.0,19900.0
2025-02-01,3.6666666666666665,23233.333333333332,0.0,23233.333333333332
2025-02-02,3.3333333333333335,26566.666666666668,0.0,26566.666666666668
2025-02-03,3.0,29900.0,0.0,29900.0
2025-02-04,2.0,12300.0,0.0,12300.0
2025-02-05,6.0,22450.0,0.0,22450.0
2025-02-06,2.0,14500.0,0.0,14500.0
2025-02-07,2.0,9950.0,0.0,9950.0
2025-02-08,2.0,5400.0,0.0,5400.0
2025-02-09,2.0,8940.0,0.0,8940.0
2025-02-10,2.0,12480.0,0.0,12480.0
2025-02-11,2.0,11850.0,0.0,11850.0
2025-02-12,3.0,10200.0,0.0,10200.0
2025-02-13,4.0,11290.0,0.0,11290.0
2025-02-14,1.0,16300.0,0.0,16300.0
2025-02-15,2.333333333333333,29083.333333333336,0.0,29083.333333333336
2025-02-16,3.6666666666666665,41866.66666666667,0.0,41866.66666666667
2025-02-17,5.0,54650.0,0.0,54650.0
2025-02-18,1.0,9400.0,0.0,9400.0
2025-02-19,1.0,8250.0,0.0,8250.0
2025-02-20,1.0,11500.0,0.0,11500.0
2025-02-21,2.25,19200.0,0.0,19200.0
2025-02-22,3.5,26900.0,0.0,26900.0
2025-02-23,4.75,34600.0,0.0,34600.0
2025-02-24,6.0,42300.0,0.0,42300.0
2025-02-25,1.0,5450.0,0.0,5450.0
2025-02-26,4.0,27600.0,0.0,27600.0
2025-02-27,4.0,14300.0,0.0,14300.0
2025-02-28,4.0,30800.0,0.0,30800.0
2025-03-01,3.3333333333333335,25666.666666666668,0.0,25666.666666666668
2025-03-02,2.666666666666667,20533.333333333336,0.0,20533.333333333336
2025-03-03,2.0,15400.0,0.0,15400.0
2025-03-04,2.0,7950.0,0.0,7950.0
2025-03-05,4.0,24600.0,0.0,24600.0
2025-03-06,3.0,11950.0,0.0,11950.0
2025-03-07,3.0,6550.0,0.0,6550.0
2025-03-08,3.0,5333.333333333333,0.0,5333.333333333333
2025-03-09,3.0,4116.666666666666,0.0,4116.666666666666
2025-03-10,3.0,2900.0,0.0,2900.0
2025-03-11,4.0,17500.0,0.0,17500.0
2025-03-12,4.0,24200.0,0.0,24200.0
2025-03-13,2.0,25650.0,0.0,25650.0
2025-03-14,1.0,5000.0,0.0,5000.0
2025-03-15,1.6666666666666665,7850.0,0.0,7850.0
2025-03-16,2.333333333333333,10700.0,0.0,10700.0
2025-03-17,3.0,13550.0,0.0,13550.0
2025-03-18,1.0,3900.0,0.0,3900.0
2025-03-19,2.0,15050.0,0.0,15050.0
2025-03-20,3.0,26200.0,0.0,26200.0
2025-03-21,4.25,31937.5,0.0,31937.5
2025-03-22,5.5,37675.0,0.0,37675.0
2025-03-23,6.75,43412.5,0.0,43412.5
2025-03-24,8.0,49150.0,0.0,49150.0
2025-03-25,5.0,21600.0,0.0,21600.0
2025-03-26,7.0,55050.0,0.0,55050.0
2025-03-27,7.0,37100.0,0.0,37100.0
2025-03-28,5.0,49100.0,0.0,49100.0
2025-03-29,6.333333333333333,48856.666666666664,0.0,48856.666666666664
2025-03-30,7.666666666666666,48613.333333333336,0.0,48613.333333333336
2025-03-31,9.0,48370.0,0.0,48370.0
2025-04-01,12.0,49160.0,0.0,49160.0
2025-04-02,8.0,22000.0,0.0,22000.0
2025-04-03,5.0,42800.0,0.0,42800.0
2025-04-04,6.0,20700.0,0.0,20700.0
2025-04-05,5.333333333333333,21233.333333333332,0.0,21233.333333333332
2025-04-06,4.666666666666667,21766.666666666668,0.0,21766.666666666668
2025-04-07,4.0,22300.0,0.0,22300.0
2025-04-08,7.0,28400.0,0.0,28400.0
2025-04-09,2.0,6850.0,0.0,6850.0
2025-04-10,6.0,18250.0,0.0,18250.0
2025-04-11,5.0,33550.0,0.0,33550.0
2025-04-12,5.333333333333333,35600.0,0.0,35600.0
2025-04-13,5.666666666666667,37650.0,0.0,37650.0
2025-04-14,6.0,39700.0,0.0,39700.0
2025-04-15,2.0,8000.0,0.0,8000.0
2025-04-16,2.5,17250.0,0.0,17250.0
2025-04-17,3.0,26500.0,0.0,26500.0
2025-04-18,3.75,26475.0,0.0,26475.0
2025-04-19,4.5,26450.0,0.0,26450.0
2025-04-20,5.25,26425.0,0.0,26425.0
2025-04-21,6.0,26400.0,0.0,26400.0
2025-04-22,7.0,27450.0,0.0,27450.0
2025-04-23,2.0,11900.0,0.0,11900.0
2025-04-24,4.0,37200.0,0.0,37200.0
2025-04-25,2.0,7780.0,0.0,7780.0
2025-04-26,2.3333333333333335,8420.0,0.0,8420.0
2025-04-27,2.6666666666666665,9060.0,0.0,9060.0
2025-04-28,3.0,9700.0,0.0,9700.0
2025-04-29,2.0,17300.0,0.0,17300.0
2025-04-30,5.0,18550.0,0.0,18550.0
2025-05-01,4.6,19780.0,0.0,19780.0
2025-05-02,4.2,21010.0,0.0,21010.0
2025-05-03,3.8,22240.0,0.0,22240.0
2025-05-04,3.4,23470.0,0.0,23470.0
2025-05-05,3.0,24700.0,0.0,24700.0
2025-05-06,4.0,67600.0,0.0,67600.0
2025-05-07,3.3333333333333335,46200.0,0.0,46200.0
2025-05-08,2.666666666666667,24800.0,0.0,24800.0
2025-05-09,2.0,3400.0,0.0,3400.0
2025-05-10,1.6666666666666667,11000.0,0.0,11000.0
2025-05-11,1.3333333333333335,18600.0,0.0,18600.0
2025-05-12,1.0,26200.0,0.0,26200.0
2025-05-13,4.0,61500.0,0.0,61500.0
2025-05-14,4.0,32600.0,0.0,32600.0
2025-05-15,3.0,19600.0,0.0,19600.0
2025-05-16,3.0,18650.0,0.0,18650.0
2025-05-17,5.0,31625.0,0.0,31625.0
2025-05-18,7.0,44600.0,0.0,44600.0
2025-05-19,9.0,57575.0,0.0,57575.0
2025-05-20,11.0,70550.0,0.0,70550.0
2025-05-21,1.0,6400.0,0.0,6400.0
2025-05-22,5.0,19450.0,0.0,19450.0
2025-05-23,3.0,30300.0,0.0,30300.0
2025-05-24,5.0,43550.0,0.0,43550.0
2025-05-25,7.0,56800.0,0.0,56800.0
2025-05-26,9.0,70050.0,0.0,70050.0
2025-05-27,11.0,83300.0,0.0,83300.0
2025-05-28,5.0,31900.0,0.0,31900.0
2025-05-29,4.0,30400.0,0.0,30400.0
2025-05-30,4.0,21800.0,0.0,21800.0
2025-05-31,4.294117647058823,23064.70588235294,0.0,23064.70588235294
2025-06-01,4.588235294117647,24329.41176470588,0.0,24329.41176470588
2025-06-02,4.882352941176471,25594.117647058825,0.0,25594.117647058825
2025-06-03,5.176470588235294,26858.823529411766,0.0,26858.823529411766
2025-06-04,5.470588235294118,28123.529411764706,0.0,28123.529411764706
2025-06-05,5.764705882352941,29388.235294117647,0.0,29388.235294117647
2025-06-06,6.0588235294117645,30652.941176470587,0.0,30652.941176470587
2025-06-07,6.352941176470589,31917.64705882353,0.0,31917.64705882353
2025-06-08,6.647058823529411,33182.35294117647,0.0,33182.35294117647
2025-06-09,6.9411764705882355,34447.05882352941,0.0,34447.05882352941
2025-06-10,7.235294117647059,35711.76470588235,0.0,35711.76470588235
2025-06-11,7.529411764705882,36976.470588235294,0.0,36976.470588235294
2025-06-12,7.8235294117647065,38241.17647058824,0.0,38241.17647058824
2025-06-13,8.117647058823529,39505.882352941175,0.0,39505.882352941175
2025-06-14,8.411764705882353,40770.58823529412,0.0,40770.58823529412
2025-06-15,8.705882352941178,42035.29411764706,0.0,42035.29411764706
2025-06-16,9.0,43300.0,0.0,43300.0
2025-06-17,9.0,55620.0,0.0,55620.0
2025-06-18,8.0,48300.0,0.0,48300.0
2025-06-19,2.0,17400.0,0.0,17400.0
2025-06-20,4.0,23200.0,0.0,23200.0
2025-06-21,4.333333333333333,40400.0,0.0,40400.0
2025-06-22,4.666666666666667,57600.0,0.0,57600.0
2025-06-23,5.0,74800.0,0.0,74800.0
2025-06-24,5.0,28050.0,0.0,28050.0
2025-06-25,3.0,21400.0,0.0,21400.0
2025-06-26,1.0,37000.0,0.0,37000.0
2025-06-27,8.0,44550.0,0.0,44550.0
2025-06-28,7.333333333333333,47366.666666666664,0.0,47366.666666666664
2025-06-29,6.666666666666667,50183.333333333336,0.0,50183.333333333336
2025-06-30,6.0,53000.0,0.0,53000.0
2025-07-01,4.0,41100.0,0.0,41100.0
2025-07-02,6.0,30300.0,0.0,30300.0
2025-07-03,4.0,26500.0,0.0,26500.0
2025-07-04,4.5,28237.5,0.0,28237.5
2025-07-05,5.0,29975.0,0.0,29975.0
2025-07-06,5.5,31712.5,0.0,31712.5
2025-07-07,6.0,33450.0,0.0,33450.0
2025-07-08,7.0,27980.0,0.0,27980.0
2025-07-09,3.0,31850.0,0.0,31850.0
2025-07-10,4.0,29550.0,0.0,29550.0
2025-07-11,5.0,27250.0,0.0,27250.0
2025-07-12,5.0,28433.333333333332,0.0,28433.333333333332
2025-07-13,5.0,29616.666666666668,0.0,29616.666666666668
2025-07-14,5.0,30800.0,0.0,30800.0
2025-07-15,7.0,78700.0,0.0,78700.0
2025-07-16,6.0,23900.0,0.0,23900.0
2025-07-17,6.0,46900.0,0.0,46900.0
2025-07-18,1.0,3000.0,0.0,3000.0
2025-07-19,1.0,15600.0,0.0,15600.0
2025-07-20,2.5,23900.0,0.0,23900.0
2025-07-21,4.0,32200.0,0.0,32200.0
2025-07-22,6.0,39700.0,0.0,39700.0
2025-07-23,1.0,1400.0,0.0,1400.0
2025-07-24,2.0,11200.0,0.0,11200.0
2025-07-25,3.0,19300.0,0.0,19300.0
2025-07-26,4.0,31633.333333333336,0.0,31633.333333333336
2025-07-27,5.0,43966.66666666667,0.0,43966.66666666667
2025-07-28,6.0,56300.0,0.0,56300.0
2025-07-29,1.0,4400.0,0.0,4400.0
2025-07-30,4.0,28950.0,0.0,28950.0
2025-07-31,7.0,53500.0,0.0,53500.0
2025-08-01,2.0,12800.0,0.0,12800.0
2025-08-02,3.0,18866.666666666668,0.0,18866.666666666668
2025-08-03,4.0,24933.333333333336,0.0,24933.333333333336
2025-08-04,5.0,31000.0,0.0,31000.0
2025-08-05,3.0,35900.0,0.0,35900.0
2025-08-06,4.0,29150.0,0.0,29150.0
2025-08-07,5.0,22400.0,0.0,22400.0
2025-08-08,5.25,30150.0,0.0,30150.0
2025-08-09,5.5,37900.0,0.0,37900.0
2025-08-10,5.75,45650.0,0.0,45650.0
2025-08-11,6.0,53400.0,0.0,53400.0
2025-08-12,6.0,19300.0,0.0,19300.0
2025-08-13,10.0,40550.0,0.0,40550.0
2025-08-14,6.5,31475.0,0.0,31475.0
2025-08-15,3.0,22400.0,0.0,22400.0
2025-08-16,3.3333333333333335,24766.666666666668,0.0,24766.666666666668
2025-08-17,3.6666666666666665,27133.333333333332,0.0,27133.333333333332
2025-08-18,4.0,29500.0,0.0,29500.0
2025-08-19,2.0,20400.0,0.0,20400.0
2025-08-20,2.0,23100.0,0.0,23100.0
2025-08-21,2.0,13800.0,0.0,13800.0
2025-08-22,2.0,23400.0,0.0,23400.0
2025-08-23,3.0,34966.666666666664,0.0,34966.666666666664
2025-08-24,4.0,46533.33333333333,0.0,46533.33333333333
2025-08-25,5.0,58100.0,0.0,58100.0
2025-08-26,5.0,15500.0,0.0,15500.0
2025-08-27,6.0,41100.0,0.0,41100.0
2025-08-28,2.0,12100.0,0.0,12100.0
2025-08-29,2.0,7300.0,0.0,7300.0
2025-08-30,4.333333333333334,24683.333333333332,0.0,24683.333333333332
2025-08-31,6.666666666666667,42066.666666666664,0.0,42066.666666666664
2025-09-01,9.0,59450.0,0.0,59450.0
2025-09-02,5.0,16600.0,0.0,16600.0
2025-09-03,5.0,15100.0,0.0,15100.0
2025-09-04,5.0,13600.0,0.0,13600.0
2025-09-05,4.0,32200.0,0.0,32200.0
2025-09-06,4.333333333333333,29516.666666666668,0.0,29516.666666666668
2025-09-07,4.666666666666667,26833.333333333332,0.0,26833.333333333332
2025-09-08,5.0,24150.0,0.0,24150.0
2025-09-09,8.0,54450.0,0.0,54450.0
2025-09-10,5.0,28700.0,0.0,28700.0
2025-09-11,4.0,21700.0,0.0,21700.0
2025-09-12,2.0,12600.0,0.0,12600.0
2025-09-13,4.333333333333334,27700.0,0.0,27700.0
2025-09-14,6.666666666666667,42800.0,0.0,42800.0
2025-09-15,9.0,57900.0,0.0,57900.0
2025-09-16,3.0,7050.0,0.0,7050.0
2025-09-17,2.0,6625.0,0.0,6625.0
2025-09-18,1.0,6200.0,0.0,6200.0
2025-09-19,4.0,35500.0,0.0,35500.0
2025-09-20,4.666666666666667,33433.333333333336,0.0,33433.333333333336
2025-09-21,5.333333333333333,31366.666666666668,0.0,31366.666666666668
2025-09-22,6.0,29300.0,0.0,29300.0
